"GAULCountryCode","Year","YearLabel","SeriesCode","SeriesName","QualifierCode","Value","UnitOfMeasure","SourceCode","TopicCode"
19,2006,"2006","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","R","67.8","percent","External","OPA"
19,2006,"2006","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","R","","percent","External","RPR"
19,2006,"2006","SI.POV.NAGP","Poverty gap at national poverty lines (%)","U","","percent","External","RPR"
19,2006,"2006","OA.TP.POP.ZS","Population (share of total population)","U","0.525908828620889","percent","External","RPR"
19,2006,"2006","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","U","82.8","percent","External","OPA"
19,2006,"2006","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","U","","percent","External","RPR"
19,2006,"2006","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","U","88.3","percent","External","OPA"
19,2007,"2007","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","F","99.3978729248047","percent","External","RPR"
19,2007,"2007","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","F","","per 1,000","External","RPR"
19,2007,"2007","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","F","38","percent","External","HADE"
19,2007,"2007","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","F","","percent","External","RPR"
19,2007,"2007","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","M","","per 1,000","External","RPR"
19,2007,"2007","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","M","","percent","External","RPR"
19,2007,"2007","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","M","39.5","percent","External","HADE"
19,2007,"2007","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","M","99.8240051269531","percent","External","RPR"
19,2007,"2007","EA.PRD.AGRI.KD","Agriculture value added per worker (constant 2000 US$)","N","1202.87182843902","constant 2000 US$","External","RPR"
19,2007,"2007","FS.OA.POU.PCT3D1","Prevalence of undernourishment (%)","N","<5.0","percent","External","RPR"
19,2007,"2007","NV.AGR.TOTL.KD.ZG","Agriculture, value added (annual % growth)","N","4.00000185368923","percent","External","RPR"
19,2007,"2007","NV.AGR.TOTL.ZS","Agriculture, value added (percent of GDP)","N","7.00218570571115","percent","External","RPR"
19,2007,"2007","NY.ADJ.DFOR.GN.ZS","Adjusted savings: net forest depletion (% of GNI)","N","0.00087950227316469","percent","External","NR"
19,2007,"2007","RL.IL.ALPC.HA","Arable land and permanent crops (ha)","N","2078700","ha","External","NR"
19,2007,"2007","SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)","N","79","percent","External","RPR"
19,2007,"2007","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","N","99.6019058227539","percent","External","RPR"
19,2007,"2007","SE.ADT.MYS.ZS","Mean years of schooling of adults (years)","N","10.7","years","External","RPR"
19,2007,"2007","RL.IL.AAAI.HA","Agricultural area actually irrigated (ha)","N","1429600","ha","External","NR"
19,2007,"2007","RL.IL.AAAI.PCT","Agricultural area actually irrigated, share of arable land and permanent crops (percent)","N","0.687737528262857","percent","External","NR"
19,2007,"2007","RL.IL.AL.HA","Arable land (ha)","N","1854000","ha","External","NR"
19,2007,"2007","RL.IL.AL.HC","Per capita arable land (ha)","N","0.211402508551881","ha/cap","External","NR"
19,2007,"2007","SI.POV.DDAY","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","N","","percent","External","RPR"
19,2007,"2007","SI.POV.GAP2","Poverty gap at $2 a day (PPP) (%)","N","","percent","External","RPR"
19,2007,"2007","SH.STA.ANVC.ZS","Pregnant women receiving prenatal care (%)","N","","percent","External","RPR"
19,2007,"2007","SH.STA.BRTC.ZS","Births attended by skilled health staff (% of total)","N","","percent","External","RPR"
19,2007,"2007","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","N","79.3","percent","External","OPA"
19,2007,"2007","SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)","N","75","percent","External","RPR"
19,2007,"2007","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","N","45.7","per 1,000","External","RPR"
19,2007,"2007","SI.POV.NAGP","Poverty gap at national poverty lines (%)","N","2","percent","External","RPR"
19,2007,"2007","SI.POV.2DAY","Poverty headcount ratio at $2 a day (PPP) (% of population)","N","","percent","External","RPR"
19,2007,"2007","SI.POV.GAPS","Poverty gap at $1.25 a day (PPP) (%)","N","","percent","External","RPR"
19,2007,"2007","SH.MED.CMHW.P3","Community health workers (per 1,000 people)","N","","per 1000 people","External","RPR"
19,2007,"2007","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","N","79.5","percent","External","OPA"
19,2007,"2007","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","N","","percent","External","RPR"
19,2007,"2007","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","N","38.7000007629395","percent","External","HADE"
19,2007,"2007","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","N","15.8","percent","External","RPR"
19,2007,"2007","SH.STA.MMRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","N","","per 100,000","External","RPR"
19,2007,"2007","OA.TP.POP.ZS","Population (share of total population)","R","0.472063854047891","percent","External","RPR"
19,2007,"2007","SI.POV.NAGP","Poverty gap at national poverty lines (%)","R","","percent","External","RPR"
19,2007,"2007","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","R","74.1","percent","External","OPA"
19,2007,"2007","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","R","69.2","percent","External","OPA"
19,2007,"2007","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","R","","percent","External","RPR"
19,2007,"2007","SI.POV.NAGP","Poverty gap at national poverty lines (%)","U","","percent","External","RPR"
19,2007,"2007","OA.TP.POP.ZS","Population (share of total population)","U","0.527936145952109","percent","External","RPR"
19,2007,"2007","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","U","84.4","percent","External","OPA"
19,2007,"2007","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","U","","percent","External","RPR"
19,2007,"2007","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","U","88.4","percent","External","OPA"
19,2008,"2008","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","F","","percent","External","RPR"
19,2008,"2008","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","F","","per 1,000","External","RPR"
19,2008,"2008","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","F","40","percent","External","HADE"
19,2008,"2008","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","F","","percent","External","RPR"
19,2008,"2008","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","M","","per 1,000","External","RPR"
19,2008,"2008","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","M","","percent","External","RPR"
19,2008,"2008","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","M","36.7999992370605","percent","External","HADE"
19,2008,"2008","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","M","","percent","External","RPR"
19,2008,"2008","EA.PRD.AGRI.KD","Agriculture value added per worker (constant 2000 US$)","N","1261.92058217617","constant 2000 US$","External","RPR"
19,2008,"2008","FS.OA.POU.PCT3D1","Prevalence of undernourishment (%)","N","<5.0","percent","External","RPR"
19,2008,"2008","NV.AGR.TOTL.KD.ZG","Agriculture, value added (annual % growth)","N","6.1000010070523","percent","External","RPR"
19,2008,"2008","NV.AGR.TOTL.ZS","Agriculture, value added (percent of GDP)","N","5.97085071271022","percent","External","RPR"
19,2008,"2008","NY.ADJ.DFOR.GN.ZS","Adjusted savings: net forest depletion (% of GNI)","N","0.000705124577507377","percent","External","NR"
19,2008,"2008","RL.IL.ALPC.HA","Arable land and permanent crops (ha)","N","2087700","ha","External","NR"
19,2008,"2008","SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)","N","81","percent","External","RPR"
19,2008,"2008","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","N","","percent","External","RPR"
19,2008,"2008","SE.ADT.MYS.ZS","Mean years of schooling of adults (years)","N","10.7","years","External","RPR"
19,2008,"2008","RL.IL.AAAI.HA","Agricultural area actually irrigated (ha)","N","1429500","ha","External","NR"
19,2008,"2008","RL.IL.AAAI.PCT","Agricultural area actually irrigated, share of arable land and permanent crops (percent)","N","0.684724816784021","percent","External","NR"
19,2008,"2008","RL.IL.AL.HA","Arable land (ha)","N","1860200","ha","External","NR"
19,2008,"2008","RL.IL.AL.HC","Per capita arable land (ha)","N","0.209529173237216","ha/cap","External","NR"
19,2008,"2008","SI.POV.DDAY","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","N","0.31","percent","External","RPR"
19,2008,"2008","SI.POV.GAP2","Poverty gap at $2 a day (PPP) (%)","N","0.54","percent","External","RPR"
19,2008,"2008","SH.STA.ANVC.ZS","Pregnant women receiving prenatal care (%)","N","","percent","External","RPR"
19,2008,"2008","SH.STA.BRTC.ZS","Births attended by skilled health staff (% of total)","N","","percent","External","RPR"
19,2008,"2008","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","N","80.1","percent","External","OPA"
19,2008,"2008","SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)","N","79","percent","External","RPR"
19,2008,"2008","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","N","43.2","per 1,000","External","RPR"
19,2008,"2008","SI.POV.NAGP","Poverty gap at national poverty lines (%)","N","","percent","External","RPR"
19,2008,"2008","SI.POV.2DAY","Poverty headcount ratio at $2 a day (PPP) (% of population)","N","2.38","percent","External","RPR"
19,2008,"2008","SI.POV.GAPS","Poverty gap at $1.25 a day (PPP) (%)","N","0.12","percent","External","RPR"
19,2008,"2008","SH.MED.CMHW.P3","Community health workers (per 1,000 people)","N","","per 1000 people","External","RPR"
19,2008,"2008","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","N","82","percent","External","OPA"
19,2008,"2008","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","N","","percent","External","RPR"
19,2008,"2008","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","N","38.4000015258789","percent","External","HADE"
19,2008,"2008","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","N","13.2","percent","External","RPR"
19,2008,"2008","SH.STA.MMRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","N","","per 100,000","External","RPR"
19,2008,"2008","OA.TP.POP.ZS","Population (share of total population)","R","0.470038296913719","percent","External","RPR"
19,2008,"2008","SI.POV.NAGP","Poverty gap at national poverty lines (%)","R","","percent","External","RPR"
19,2008,"2008","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","R","77.5","percent","External","OPA"
19,2008,"2008","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","R","70.7","percent","External","OPA"
19,2008,"2008","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","R","","percent","External","RPR"
19,2008,"2008","SI.POV.NAGP","Poverty gap at national poverty lines (%)","U","","percent","External","RPR"
19,2008,"2008","OA.TP.POP.ZS","Population (share of total population)","U","0.529849065104753","percent","External","RPR"
19,2008,"2008","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","U","85.9","percent","External","OPA"
19,2008,"2008","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","U","","percent","External","RPR"
19,2008,"2008","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","U","88.4","percent","External","OPA"
19,2009,"2009","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","F","99.6821517944336","percent","External","RPR"
19,2009,"2009","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","F","","per 1,000","External","RPR"
19,2009,"2009","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","F","44.0999984741211","percent","External","HADE"
19,2009,"2009","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","F","","percent","External","RPR"
19,2009,"2009","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","M","","per 1,000","External","RPR"
19,2009,"2009","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","M","","percent","External","RPR"
19,2009,"2009","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","M","32.5","percent","External","HADE"
19,2009,"2009","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","M","99.8426666259766","percent","External","RPR"
19,2009,"2009","EA.PRD.AGRI.KD","Agriculture value added per worker (constant 2000 US$)","N","1295.18355497165","constant 2000 US$","External","RPR"
19,2009,"2009","FS.OA.POU.PCT3D1","Prevalence of undernourishment (%)","N","<5.0","percent","External","RPR"
19,2009,"2009","NV.AGR.TOTL.KD.ZG","Agriculture, value added (annual % growth)","N","3.5000008399592","percent","External","RPR"
19,2009,"2009","NV.AGR.TOTL.ZS","Agriculture, value added (percent of GDP)","N","6.64653949956544","percent","External","RPR"
19,2009,"2009","NY.ADJ.DFOR.GN.ZS","Adjusted savings: net forest depletion (% of GNI)","N","0.000744785007555038","percent","External","NR"
19,2009,"2009","RL.IL.ALPC.HA","Arable land and permanent crops (ha)","N","2101100","ha","External","NR"
19,2009,"2009","SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)","N","81","percent","External","RPR"
19,2009,"2009","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","N","99.7598419189453","percent","External","RPR"
19,2009,"2009","SE.ADT.MYS.ZS","Mean years of schooling of adults (years)","N","10.8","years","External","RPR"
19,2009,"2009","RL.IL.AAAI.HA","Agricultural area actually irrigated (ha)","N","1404600","ha","External","NR"
19,2009,"2009","RL.IL.AAAI.PCT","Agricultural area actually irrigated, share of arable land and permanent crops (percent)","N","0.668506972538194","percent","External","NR"
19,2009,"2009","RL.IL.AL.HA","Arable land (ha)","N","1874000","ha","External","NR"
19,2009,"2009","RL.IL.AL.HC","Per capita arable land (ha)","N","0.208546628088137","ha/cap","External","NR"
19,2009,"2009","SI.POV.DDAY","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","N","","percent","External","RPR"
19,2009,"2009","SI.POV.GAP2","Poverty gap at $2 a day (PPP) (%)","N","","percent","External","RPR"
19,2009,"2009","SH.STA.ANVC.ZS","Pregnant women receiving prenatal care (%)","N","","percent","External","RPR"
19,2009,"2009","SH.STA.BRTC.ZS","Births attended by skilled health staff (% of total)","N","","percent","External","RPR"
19,2009,"2009","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","N","80.1","percent","External","OPA"
19,2009,"2009","SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)","N","85","percent","External","RPR"
19,2009,"2009","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","N","40.9","per 1,000","External","RPR"
19,2009,"2009","SI.POV.NAGP","Poverty gap at national poverty lines (%)","N","","percent","External","RPR"
19,2009,"2009","SI.POV.2DAY","Poverty headcount ratio at $2 a day (PPP) (% of population)","N","","percent","External","RPR"
19,2009,"2009","SI.POV.GAPS","Poverty gap at $1.25 a day (PPP) (%)","N","","percent","External","RPR"
19,2009,"2009","SH.MED.CMHW.P3","Community health workers (per 1,000 people)","N","","per 1000 people","External","RPR"
19,2009,"2009","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","N","82","percent","External","OPA"
19,2009,"2009","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","N","","percent","External","RPR"
19,2009,"2009","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","N","38.0999984741211","percent","External","HADE"
19,2009,"2009","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","N","10.9","percent","External","RPR"
19,2009,"2009","SH.STA.MMRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","N","","per 100,000","External","RPR"
19,2009,"2009","OA.TP.POP.ZS","Population (share of total population)","R","0.468061428889384","percent","External","RPR"
19,2009,"2009","SI.POV.NAGP","Poverty gap at national poverty lines (%)","R","","percent","External","RPR"
19,2009,"2009","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","R","77.5","percent","External","OPA"
19,2009,"2009","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","R","70.7","percent","External","OPA"
19,2009,"2009","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","R","","percent","External","RPR"
19,2009,"2009","SI.POV.NAGP","Poverty gap at national poverty lines (%)","U","","percent","External","RPR"
19,2009,"2009","OA.TP.POP.ZS","Population (share of total population)","U","0.531938571110616","percent","External","RPR"
19,2009,"2009","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","U","85.9","percent","External","OPA"
19,2009,"2009","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","U","","percent","External","RPR"
19,2009,"2009","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","U","88.4","percent","External","OPA"
19,2010,"2010","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","F","99.692626953125","percent","External","RPR"
19,2010,"2010","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","F","35.8","per 1,000","External","RPR"
19,2010,"2010","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","F","44.5","percent","External","HADE"
19,2010,"2010","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","F","","percent","External","RPR"
19,2010,"2010","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","M","41.8","per 1,000","External","RPR"
19,2010,"2010","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","M","","percent","External","RPR"
19,2010,"2010","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","M","32.2999992370605","percent","External","HADE"
19,2010,"2010","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","M","99.8544387817383","percent","External","RPR"
19,2010,"2010","EA.PRD.AGRI.KD","Agriculture value added per worker (constant 2000 US$)","N","1245.4164642848","constant 2000 US$","External","RPR"
19,2010,"2010","FS.OA.POU.PCT3D1","Prevalence of undernourishment (%)","N","<5.0","percent","External","RPR"
19,2010,"2010","NV.AGR.TOTL.KD.ZG","Agriculture, value added (annual % growth)","N","-3.21807442882572","percent","External","RPR"
19,2010,"2010","NV.AGR.TOTL.ZS","Agriculture, value added (percent of GDP)","N","5.92097652733281","percent","External","RPR"
19,2010,"2010","NY.ADJ.DFOR.GN.ZS","Adjusted savings: net forest depletion (% of GNI)","N","0.000548186537344009","percent","External","NR"
19,2010,"2010","RL.IL.ALPC.HA","Arable land and permanent crops (ha)","N","2111500","ha","External","NR"
19,2010,"2010","SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)","N","81","percent","External","RPR"
19,2010,"2010","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","N","99.7711410522461","percent","External","RPR"
19,2010,"2010","SE.ADT.MYS.ZS","Mean years of schooling of adults (years)","N","11.2","years","External","RPR"
19,2010,"2010","RL.IL.AAAI.HA","Agricultural area actually irrigated (ha)","N","1405100","ha","External","NR"
19,2010,"2010","RL.IL.AAAI.PCT","Agricultural area actually irrigated, share of arable land and permanent crops (percent)","N","0.665451101112953","percent","External","NR"
19,2010,"2010","RL.IL.AL.HA","Arable land (ha)","N","1884100","ha","External","NR"
19,2010,"2010","RL.IL.AL.HC","Per capita arable land (ha)","N","0.20715777899945","ha/cap","External","NR"
19,2010,"2010","SI.POV.DDAY","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","N","","percent","External","RPR"
19,2010,"2010","SI.POV.GAP2","Poverty gap at $2 a day (PPP) (%)","N","","percent","External","RPR"
19,2010,"2010","SH.STA.ANVC.ZS","Pregnant women receiving prenatal care (%)","N","","percent","External","RPR"
19,2010,"2010","SH.STA.BRTC.ZS","Births attended by skilled health staff (% of total)","N","99.4","percent","External","RPR"
19,2010,"2010","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","N","80.2","percent","External","OPA"
19,2010,"2010","SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)","N","89","percent","External","RPR"
19,2010,"2010","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","N","38.9","per 1,000","External","RPR"
19,2010,"2010","SI.POV.NAGP","Poverty gap at national poverty lines (%)","N","","percent","External","RPR"
19,2010,"2010","SI.POV.2DAY","Poverty headcount ratio at $2 a day (PPP) (% of population)","N","","percent","External","RPR"
19,2010,"2010","SI.POV.GAPS","Poverty gap at $1.25 a day (PPP) (%)","N","","percent","External","RPR"
19,2010,"2010","SH.MED.CMHW.P3","Community health workers (per 1,000 people)","N","","per 1000 people","External","RPR"
19,2010,"2010","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","N","82","percent","External","OPA"
19,2010,"2010","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","N","","percent","External","RPR"
19,2010,"2010","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","N","38.2000007629395","percent","External","HADE"
19,2010,"2010","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","N","9.1","percent","External","RPR"
19,2010,"2010","SH.STA.MMRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","N","27","per 100,000","External","RPR"
19,2010,"2010","OA.TP.POP.ZS","Population (share of total population)","R","0.465970313358988","percent","External","RPR"
19,2010,"2010","SI.POV.NAGP","Poverty gap at national poverty lines (%)","R","","percent","External","RPR"
19,2010,"2010","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","R","77.5","percent","External","OPA"
19,2010,"2010","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","R","70.7","percent","External","OPA"
19,2010,"2010","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","R","","percent","External","RPR"
19,2010,"2010","SI.POV.NAGP","Poverty gap at national poverty lines (%)","U","","percent","External","RPR"
19,2010,"2010","OA.TP.POP.ZS","Population (share of total population)","U","0.534029686641012","percent","External","RPR"
19,2010,"2010","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","U","85.9","percent","External","OPA"
19,2010,"2010","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","U","","percent","External","RPR"
19,2010,"2010","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","U","88.4","percent","External","OPA"
19,2011,"2011","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","F","99.7049560546875","percent","External","RPR"
19,2011,"2011","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","F","","per 1,000","External","RPR"
19,2011,"2011","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","F","44.0999984741211","percent","External","HADE"
19,2011,"2011","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","F","","percent","External","RPR"
19,2011,"2011","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","M","","per 1,000","External","RPR"
19,2011,"2011","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","M","","percent","External","RPR"
19,2011,"2011","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","M","32","percent","External","HADE"
19,2011,"2011","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","M","99.8566589355469","percent","External","RPR"
19,2011,"2011","EA.PRD.AGRI.KD","Agriculture value added per worker (constant 2000 US$)","N","1312.81068998752","constant 2000 US$","External","RPR"
19,2011,"2011","FS.OA.POU.PCT3D1","Prevalence of undernourishment (%)","N","<5.0","percent","External","RPR"
19,2011,"2011","NV.AGR.TOTL.KD.ZG","Agriculture, value added (annual % growth)","N","5.79999404636872","percent","External","RPR"
19,2011,"2011","NV.AGR.TOTL.ZS","Agriculture, value added (percent of GDP)","N","5.39345369099317","percent","External","RPR"
19,2011,"2011","NY.ADJ.DFOR.GN.ZS","Adjusted savings: net forest depletion (% of GNI)","N","0.000517566746566445","percent","External","NR"
19,2011,"2011","RL.IL.ALPC.HA","Arable land and permanent crops (ha)","N","2112900","ha","External","NR"
19,2011,"2011","SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)","N","87","percent","External","RPR"
19,2011,"2011","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","N","99.7786331176758","percent","External","RPR"
19,2011,"2011","SE.ADT.MYS.ZS","Mean years of schooling of adults (years)","N","11.2","years","External","RPR"
19,2011,"2011","RL.IL.AAAI.HA","Agricultural area actually irrigated (ha)","N","1404600","ha","External","NR"
19,2011,"2011","RL.IL.AAAI.PCT","Agricultural area actually irrigated, share of arable land and permanent crops (percent)","N","0.664773534005395","percent","External","NR"
19,2011,"2011","RL.IL.AL.HA","Arable land (ha)","N","1885700","ha","External","NR"
19,2011,"2011","RL.IL.AL.HC","Per capita arable land (ha)","N","0.204922842860248","ha/cap","External","NR"
19,2011,"2011","SI.POV.DDAY","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","N","","percent","External","RPR"
19,2011,"2011","SI.POV.GAP2","Poverty gap at $2 a day (PPP) (%)","N","","percent","External","RPR"
19,2011,"2011","SH.STA.ANVC.ZS","Pregnant women receiving prenatal care (%)","N","","percent","External","RPR"
19,2011,"2011","SH.STA.BRTC.ZS","Births attended by skilled health staff (% of total)","N","","percent","External","RPR"
19,2011,"2011","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","N","80.2","percent","External","OPA"
19,2011,"2011","SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)","N","92","percent","External","RPR"
19,2011,"2011","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","N","37.2","per 1,000","External","RPR"
19,2011,"2011","SI.POV.NAGP","Poverty gap at national poverty lines (%)","N","","percent","External","RPR"
19,2011,"2011","SI.POV.2DAY","Poverty headcount ratio at $2 a day (PPP) (% of population)","N","","percent","External","RPR"
19,2011,"2011","SI.POV.GAPS","Poverty gap at $1.25 a day (PPP) (%)","N","","percent","External","RPR"
19,2011,"2011","SH.MED.CMHW.P3","Community health workers (per 1,000 people)","N","","per 1000 people","External","RPR"
19,2011,"2011","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","N","82","percent","External","OPA"
19,2011,"2011","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","N","","percent","External","RPR"
19,2011,"2011","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","N","37.9000015258789","percent","External","HADE"
19,2011,"2011","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","N","7.6","percent","External","RPR"
19,2011,"2011","SH.STA.MMRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","N","","per 100,000","External","RPR"
19,2011,"2011","OA.TP.POP.ZS","Population (share of total population)","R","0.463812214735927","percent","External","RPR"
19,2011,"2011","SI.POV.NAGP","Poverty gap at national poverty lines (%)","R","","percent","External","RPR"
19,2011,"2011","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","R","77.5","percent","External","OPA"
19,2011,"2011","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","R","70.7","percent","External","OPA"
19,2011,"2011","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","R","","percent","External","RPR"
19,2011,"2011","SI.POV.NAGP","Poverty gap at national poverty lines (%)","U","","percent","External","RPR"
19,2011,"2011","OA.TP.POP.ZS","Population (share of total population)","U","0.536296457291893","percent","External","RPR"
19,2011,"2011","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","U","85.9","percent","External","OPA"
19,2011,"2011","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","U","","percent","External","RPR"
19,2011,"2011","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","U","88.4","percent","External","OPA"
